Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/0","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/0","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/1","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/1","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/2","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/2","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/3","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/3","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/4","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/4","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/5","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/5","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/6","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/6","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/7","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="1 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/7","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Bing  ","1","1",="39 ","This page has no h1 element, which violates Bing webmaster guidelines.","","Add an h1 element just before the main content describing the page.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353439383431303732","","https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Best Practice  ","6","1",="1 ","No search keywords are set in SortSite, so no keyword optimization rules have been run.","","If you want to check keyword optimization, set the keywords using the Choose Rules command.","https://intdimensions.nhlbi.nih.gov/discover/publication",""," "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/0","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/0","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/1","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/1","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/2","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/2","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/3","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/3","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/4","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/4","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/5","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/5","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/6","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/6","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/7","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/7","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/8","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/8","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/9","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Yahoo  Bing  ","1","1",="1 ","Google, Bing and Yahoo recommend that all pages have a title element.","","","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/9","","https://www.google.com/webmasters/guidelines.html https://help.yahoo.com/kb/search/search-content-quality-guidelines-sln2245.html https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Google  Bing  ","1","1",="1 ","Google and Bing recommend using an XML sitemap to increase coverage of your web pages by search engines.","Sitemap not found at https://intdimensions.nhlbi.nih.gov/sitemap.xml.","Once you've created and uploaded your sitemap, add the location to your robots.txt file, and make sure you use a full URL (e.g. use `http://www.example.com/sitemap.xml` and not `www.example.com/sitemap.xml` or `/sitemap.xml`).","https://intdimensions.nhlbi.nih.gov/sitemap.xml","","https://support.google.com/webmasters/answer/183668 https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 112 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134256083",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 228 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134256084",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 149 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134256085",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 162 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134201119",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 125 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376635",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 150 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376643",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 127 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376650",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 96 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376657",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 122 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376656",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 127 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376655",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 91 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376654",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 118 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376653",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 170 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376652",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 118 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376651",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 135 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376649",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 136 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376648",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 153 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376644",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 156 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376642",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 143 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376640",""," "
"Search","Yahoo  ","2","1",="23 ","title element is too long for Yahoo. Yahoo recommends limiting your page title to 67 characters.","The title is 150 characters long.","The major search engines all have different limits for title length, and these limits have changed over time. Avoid title lengths close to the limits to prevent problems when the limits change again, and note that the W3C recommends a maximum length of 64 characters.","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134376639",""," "
"Usability","Usability.gov 10:11 ","3","5",="1823 2001 2076 2145 2214 ","Use link text between 3 and 100 characters so it's long enough to be understood, but avoids line wrapping.","","A single word text link may not give enough information about the link's destination. A link that is a full sentence is difficult to read quickly, particularly if it wraps to another line.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://guidelines.usability.gov/guidelines/102 "
"Usability","Usability.gov 10:11 ","3","5",="10116 10127 10138 10149 10160 ","Use link text between 3 and 100 characters so it's long enough to be understood, but avoids line wrapping.","","A single word text link may not give enough information about the link's destination. A link that is a full sentence is difficult to read quickly, particularly if it wraps to another line.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353439323331383234","","https://guidelines.usability.gov/guidelines/102 "
"Usability","Usability.gov 10:11 ","3","5",="10043 10054 10065 10076 10087 ","Use link text between 3 and 100 characters so it's long enough to be understood, but avoids line wrapping.","","A single word text link may not give enough information about the link's destination. A link that is a full sentence is difficult to read quickly, particularly if it wraps to another line.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736","","https://guidelines.usability.gov/guidelines/102 "
"Usability","Usability.gov 10:11 ","3","5",="10116 10127 10138 10149 10160 ","Use link text between 3 and 100 characters so it's long enough to be understood, but avoids line wrapping.","","A single word text link may not give enough information about the link's destination. A link that is a full sentence is difficult to read quickly, particularly if it wraps to another line.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/","","https://guidelines.usability.gov/guidelines/102 "
"Usability","Usability.gov 10:11 ","3","5",="9333 9344 9355 9366 9377 ","Use link text between 3 and 100 characters so it's long enough to be understood, but avoids line wrapping.","","A single word text link may not give enough information about the link's destination. A link that is a full sentence is difficult to read quickly, particularly if it wraps to another line.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353439383431303732","","https://guidelines.usability.gov/guidelines/102 "
"Usability","Usability.gov 10:4 ","2","1",="3776 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 10:4 ","2","2",="10 56 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/static/radar.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 10:4 ","2","1",="2309 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/modules/static/lib/bootstrap.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 10:4 ","2","1",="27 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/modules/static/lib/typeahead.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 10:4 ","2","3",="1 5 40 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/modules/static/modules.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 10:4 ","2","1",="831 ","Avoid underlined text - people will click on it and think it's a broken link.","","Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/static/bootstrap/css/bootstrap.min.css","","https://guidelines.usability.gov/guidelines/95 "
"Usability","Usability.gov 11:8 ","3","5",="574 577 1531 1669 1719 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://guidelines.usability.gov/guidelines/113 "
"Usability","Usability.gov 11:8 ","3","5",="24 39 40 42 43 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/static/radar.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/113 "
"Usability","Usability.gov 11:8 ","3","5",="304 523 528 545 720 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/modules/static/lib/bootstrap.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/113 "
"Usability","Usability.gov 11:8 ","3","1",="14 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/modules/static/lib/typeahead.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/113 "
"Usability","Usability.gov 11:8 ","3","5",="6 126 128 188 202 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/modules/static/app/urcharts.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/113 "
"Usability","Usability.gov 11:8 ","3","5",="9 15 27 30 51 ","Use at least a 12-point font on all web pages.","","For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >","https://intdimensions.nhlbi.nih.gov/modules/static/app/styles.css?_cbt=0f6a563206","","https://guidelines.usability.gov/guidelines/113 "
